,basin,TC_num,days_since_1980,years_since_1980,year,month,max_sw,min_sw,mean_sw,category,lat,lon,lifetime
1980-01-02 00:00:00,SP,1,1.0,0.0027378507871321013,1980,1,73.86364,34.090908,44.938023,1,-11.0,173.0,0.010951403148528405
1980-01-02 18:00:00,SP,2,1.75,0.004791238877481177,1980,1,62.5,22.727272,37.71576,0,-14.9,136.60000610351562,0.026694045174537988
1980-01-04 12:00:00,SI,3,3.5,0.009582477754962354,1980,1,130.68182,22.727272,78.154686,4,-14.5,120.5,0.022587268993839837
1980-01-18 00:00:00,SI,4,17.0,0.04654346338124572,1980,1,113.63637,28.409092,69.24035,4,-10.1,130.39999389648438,0.024640657084188913
1980-01-21 00:00:00,SI,5,20.0,0.05475701574264202,1980,1,68.181816,28.409092,43.863644,1,-9.7,89.69999694824219,0.02190280629705681
1980-01-24 06:00:00,SI,6,23.25,0.06365503080082136,1980,1,32.954544,32.954544,32.954544,-1,-11.0,76.0,0.0027378507871321013
1980-01-27 00:00:00,SI,7,26.0,0.07118412046543464,1980,1,125.0,28.409092,61.828518,4,-10.5,129.39999389648438,0.02190280629705681
1980-02-02 12:00:00,SP,8,32.5,0.08898015058179329,1980,2,45.454544,34.090908,35.81818,0,-13.6,165.0,0.008213552361396304
1980-02-11 00:00:00,SP,9,41.0,0.11225188227241616,1980,2,62.5,28.409092,38.29366,0,-18.8,150.39999389648438,0.021218343600273786
1980-02-12 00:00:00,SI,10,42.0,0.11498973305954825,1980,2,125.0,28.409092,56.099262,4,-16.3,130.89999389648438,0.01642710472279261
1980-02-20 00:00:00,SI,11,50.0,0.13689253935660506,1980,2,119.318184,22.727272,78.63637,4,-11.6,102.30000305175781,0.02190280629705681
1980-02-21 18:00:00,SP,12,51.75,0.14168377823408623,1980,2,102.27273,28.409092,67.69853,3,-17.0,153.8000030517578,0.02943189596167009
1980-03-09 00:00:00,SP,13,68.0,0.1861738535249829,1980,3,73.86364,22.727272,47.894936,1,-12.0,161.0,0.02053388090349076
1980-03-18 00:00:00,WP,15,77.0,0.2108145106091718,1980,3,30.0,15.0,23.385965,-1,6.4,140.89999389648438,0.019164955509924708
1980-03-20 00:00:00,SI,14,79.0,0.216290212183436,1980,3,102.27273,28.409092,64.86613,3,-13.7,129.39999389648438,0.024640657084188913
1980-03-22 00:00:00,SP,16,81.0,0.22176591375770022,1980,3,62.5,34.090908,40.4293,0,-12.3,172.60000610351562,0.015058179329226557
1980-03-25 12:00:00,SP,17,84.5,0.23134839151266257,1980,3,62.5,34.090908,43.560604,0,-10.0,176.5,0.006844626967830253
1980-03-27 00:00:00,WP,18,86.0,0.23545516769336072,1980,3,27.777779,27.777779,27.777777,-1,13.3,116.5,0.006160164271047228
1980-03-27 12:00:00,SP,19,86.5,0.23682409308692676,1980,3,45.454544,28.409092,33.727272,0,-14.3,139.8000030517578,0.008213552361396304
1980-04-02 00:00:00,SP,20,92.0,0.2518822724161533,1980,4,39.772728,34.090908,35.530308,0,-14.3,180.5,0.015058179329226557
1980-04-03 06:00:00,EP,22,93.25,0.25530458590006844,1980,4,33.295063,21.814007,25.049578,-1,6.0,180.6999969482422,0.0034223134839151265
1980-04-05 00:00:00,WP,21,95.0,0.2600958247775496,1980,4,61.166664,27.833334,38.833336,0,9.5,180.0,0.006502395619438741
1980-05-11 06:00:00,WP,23,131.25,0.3593429158110883,1980,5,102.83333,19.5,53.929226,3,12.0,130.5,0.024640657084188913
1980-05-13 06:00:00,WP,24,133.25,0.3648186173853525,1980,5,136.16666,27.833334,86.09817,4,7.4,144.3000030517578,0.024640657084188913
1980-05-20 06:00:00,WP,25,140.25,0.3839835728952772,1980,5,52.833332,19.5,33.01852,0,7.5,150.0,0.015058179329226557
1980-05-22 12:00:00,WP,26,142.5,0.39014373716632444,1980,5,52.833332,36.166668,43.730774,0,18.0,114.5,0.004106776180698152
1980-06-24 12:00:00,WP,27,175.5,0.4804928131416838,1980,6,44.5,19.5,28.478493,0,13.0,117.9000015258789,0.01026694045174538
1980-06-29 00:00:00,WP,28,180.0,0.4928131416837782,1980,6,33.295063,21.814007,30.628494,-1,10.4,129.0,0.01026694045174538
1980-07-07 00:00:00,WP,29,188.0,0.5147159479808351,1980,7,77.83333,27.833334,49.545048,1,14.5,136.39999389648438,0.012320328542094456
1980-07-15 18:00:00,WP,31,196.75,0.5386721423682409,1980,7,30.0,20.0,26.862068,-1,14.0,125.4000015258789,0.009582477754962354
1980-07-18 06:00:00,WP,30,199.25,0.5455167693360712,1980,7,102.83333,19.5,67.873985,3,13.7,137.5,0.013689253935660506
1980-07-21 18:00:00,WP,32,202.75,0.5550992470910335,1980,7,127.83332,19.5,60.42199,4,10.4,138.0,0.01574264202600958
1980-07-29 18:00:00,WP,33,210.75,0.5770020533880903,1980,7,86.166664,19.5,59.62657,2,24.6,149.1999969482422,0.026694045174537988
1980-08-01 00:00:00,NA,34,213.0,0.5831622176591376,1980,8,165.0,30.0,101.02299,5,10.8,325.70000076293945,0.02943189596167009
1980-08-08 06:00:00,WP,35,220.25,0.6030116358658453,1980,8,111.16666,19.5,67.86066,3,14.3,157.60000610351562,0.02053388090349076
1980-08-14 00:00:00,NA,37,226.0,0.6187542778918549,1980,8,85.0,25.0,59.87234,2,12.7,324.5,0.01574264202600958
1980-08-14 18:00:00,WP,36,226.75,0.6208076659822039,1980,8,20.0,15.0,18.4,-1,14.6,125.30000305175781,0.0013689253935660506
1980-08-20 12:00:00,NA,38,232.5,0.6365503080082136,1980,8,70.0,25.0,47.302326,1,36.0,287.0,0.014373716632443531
1980-08-25 06:00:00,WP,39,237.25,0.649555099247091,1980,8,119.49999,19.5,55.672844,4,18.9,133.3000030517578,0.00889801505817933
1980-08-26 18:00:00,WP,40,238.75,0.6536618754277892,1980,8,33.295063,21.814007,23.924042,-1,17.2,119.0,0.012320328542094456
1980-08-30 06:00:00,WP,41,242.25,0.6632443531827515,1980,8,26.40643,19.517796,24.067698,-1,9.0,133.5,0.00889801505817933
1980-09-01 00:00:00,NA,42,244.0,0.6680355920602327,1980,9,70.0,20.0,34.57143,1,15.6,322.0,0.021218343600273786
1980-09-03 18:00:00,WP,44,246.75,0.675564681724846,1980,9,33.295063,21.814007,28.702646,-1,10.5,114.0,0.006844626967830253
1980-09-04 12:00:00,NA,45,247.5,0.6776180698151951,1980,9,65.0,25.0,50.468086,1,17.7,336.0,0.01574264202600958
1980-09-04 18:00:00,NA,46,247.75,0.6783025325119781,1980,9,50.0,20.0,28.913044,0,28.3,269.4000015258789,0.007529089664613279
1980-09-06 00:00:00,NA,47,249.0,0.6817248459958932,1980,9,100.0,25.0,76.55372,3,12.5,341.0,0.04106776180698152
1980-09-07 00:00:00,WP,43,250.0,0.6844626967830253,1980,9,77.83333,27.833334,63.21794,1,18.0,142.6999969482422,0.013004791238877482
1980-09-14 00:00:00,WP,50,257.0,0.70362765229295,1980,9,127.83332,27.833334,71.85042,4,18.0,132.0,0.013004791238877482
1980-09-14 00:00:00,WP,48,257.0,0.70362765229295,1980,9,52.833332,19.5,34.794113,0,19.0,113.0,0.0054757015742642025
1980-09-15 06:00:00,WP,49,258.25,0.7070499657768652,1980,9,69.5,19.5,45.486397,1,20.6,146.0,0.01642710472279261
1980-09-20 12:00:00,NA,51,263.5,0.7214236824093087,1980,9,60.0,25.0,44.555557,0,14.6,282.8000030517578,0.015058179329226557
1980-09-25 06:00:00,WP,52,268.25,0.7344284736481862,1980,9,33.295063,21.814007,29.9716,-1,14.2,146.0,0.006160164271047228
1980-09-27 18:00:00,WP,53,270.75,0.7412731006160165,1980,9,52.833332,27.833334,41.40476,0,22.1,142.1999969482422,0.006844626967830253
1980-09-28 18:00:00,WP,54,271.75,0.7440109514031485,1980,9,119.49999,27.833334,83.60257,4,14.5,156.0,0.013004791238877482
1980-10-01 00:00:00,NA,55,274.0,0.7501711156741958,1980,10,90.0,25.0,60.707867,2,33.6,340.0,0.030116358658453114
1980-10-03 18:00:00,WP,56,276.75,0.757700205338809,1980,10,161.16666,27.833334,89.294,5,5.6,153.0,0.030116358658453114
1980-10-13 06:00:00,WP,57,286.25,0.783709787816564,1980,10,19.5,19.5,19.5,-1,27.2,140.5,0.0013689253935660506
1980-10-29 00:00:00,WP,58,302.0,0.8268309377138946,1980,10,127.83332,19.5,74.803024,4,7.8,154.1999969482422,0.026009582477754964
1980-10-30 00:00:00,WP,59,303.0,0.8295687885010267,1980,10,36.166668,19.5,26.963766,0,16.1,117.0,0.007529089664613279
1980-11-03 06:00:00,SI,60,307.25,0.8412046543463382,1980,11,119.318184,22.727272,72.102264,4,-4.9,102.0,0.020191649555099247
1980-11-07 18:00:00,NA,61,311.75,0.8535249828884326,1980,11,85.0,20.0,45.115944,2,13.6,277.4000015258789,0.02327173169062286
1980-11-12 12:00:00,WP,62,316.5,0.86652977412731,1980,11,33.295063,21.814007,29.415258,-1,11.3,116.80000305175781,0.009582477754962354
1980-11-21 06:00:00,WP,63,325.25,0.890485968514716,1980,11,111.16666,19.5,75.64286,3,10.0,157.8000030517578,0.01163586584531143
1980-11-25 00:00:00,NA,65,329.0,0.9007529089664613,1980,11,75.0,50.0,65.2,1,36.0,314.0,0.008213552361396304
1980-11-27 00:00:00,SP,66,331.0,0.9062286105407256,1980,11,45.454544,34.090908,38.557995,0,-16.2,213.6999969482422,0.009582477754962354
1980-12-02 12:00:00,SI,64,336.5,0.921286789869952,1980,12,65.0,65.0,65.0,1,-15.0,84.0,0.0027378507871321013
1980-12-12 00:00:00,SI,67,346.0,0.947296372347707,1980,12,62.5,22.727272,36.764706,0,-10.8,122.30000305175781,0.0054757015742642025
1980-12-14 00:00:00,SI,70,348.0,0.9527720739219713,1980,12,56.818184,22.727272,37.809917,0,-8.6,99.5999984741211,0.010951403148528405
1980-12-14 06:00:00,SI,68,348.25,0.9534565366187543,1980,12,125.0,28.409092,62.957943,4,-13.8,116.69999694824219,0.022587268993839837
1980-12-15 06:00:00,WP,69,349.25,0.9561943874058864,1980,12,36.166668,19.5,29.887598,0,11.8,131.60000610351562,0.014373716632443531
1980-12-20 00:00:00,SI,71,354.0,0.9691991786447639,1980,12,45.454544,22.727272,31.000797,0,-10.1,117.4000015258789,0.019164955509924708
1980-12-22 00:00:00,SI,72,356.0,0.974674880219028,1980,12,113.63637,22.727272,71.60647,4,-10.6,127.0,0.024640657084188913
1981-01-11 00:00:00,SP,73,376.0,1.0294318959616702,1981,1,79.545456,34.090908,56.09925,1,-11.8,185.0,0.01642710472279261
1981-01-12 00:00:00,SI,74,377.0,1.0321697467488022,1981,1,125.0,28.409092,71.746574,4,-11.8,110.0999984741211,0.024640657084188913
1981-01-30 00:00:00,SP,75,395.0,1.08145106091718,1981,1,45.454544,34.090908,38.19291,0,-17.0,189.8000030517578,0.013689253935660506
1981-02-08 00:00:00,SP,76,404.0,1.106091718001369,1981,2,73.86364,22.727272,50.965916,1,-9.0,178.0,0.020191649555099247
1981-02-08 09:00:00,SP,77,404.375,1.1071184120465434,1981,2,62.5,22.727272,41.93723,0,-14.2,153.60000610351562,0.013004791238877482
1981-02-16 00:00:00,SP,78,412.0,1.1279945242984257,1981,2,56.818184,34.090908,40.02217,0,-18.0,181.0,0.013689253935660506
1981-02-20 00:00:00,SP,79,416.0,1.1389459274469542,1981,2,62.5,34.090908,43.05897,0,-14.5,181.0,0.012320328542094456
1981-02-22 12:00:00,SP,80,418.5,1.1457905544147844,1981,2,45.454544,34.090908,40.256523,0,-12.0,180.5,0.034223134839151265
1981-02-24 00:00:00,SI,81,420.0,1.1498973305954825,1981,2,119.318184,22.727272,66.5404,4,-19.3,120.19999694824219,0.030116358658453114
1981-02-24 18:00:00,SP,82,420.75,1.1519507186858315,1981,2,90.90909,34.090908,60.479794,2,-14.4,140.60000610351562,0.03353867214236824
1981-03-01 12:00:00,SP,84,425.5,1.164955509924709,1981,3,45.454544,34.090908,39.39394,0,-11.0,178.0,0.0027378507871321013
1981-03-03 00:00:00,SP,83,427.0,1.1690622861054072,1981,3,62.5,34.090908,47.34848,0,-13.6,188.5,0.006844626967830253
1981-03-08 12:00:00,SP,85,432.5,1.1841204654346338,1981,3,73.86364,34.090908,54.453323,1,-19.0,199.0,0.012320328542094456
1981-03-09 20:00:00,SP,86,433.8333333333333,1.18777093315081,1981,3,96.59091,22.727272,57.707977,3,-11.6,135.10000610351562,0.02509696554871093
1981-03-12 12:00:00,WP,87,436.5,1.1950718685831623,1981,3,111.16666,27.833334,68.755325,3,7.1,166.60000610351562,0.01574264202600958
1981-03-17 12:00:00,SP,88,441.5,1.2087611225188226,1981,3,56.818184,34.090908,45.068604,0,-13.3,198.1999969482422,0.01779603011635866
1981-03-27 00:00:00,SP,89,451.0,1.2347707049965777,1981,3,39.772728,34.090908,35.841522,0,-16.0,182.5,0.012320328542094456
1981-04-05 00:00:00,SI,90,460.0,1.2594113620807665,1981,4,107.954544,28.409092,59.37149,3,-7.6,93.9000015258789,0.02737850787132101
1981-04-15 18:00:00,WP,91,470.75,1.2888432580424367,1981,4,61.166664,19.5,40.76126,0,6.0,152.0,0.012320328542094456
1981-04-19 06:00:00,WP,92,474.25,1.298425735797399,1981,4,43.628014,26.40643,32.27452,0,15.3,147.3000030517578,0.0027378507871321013
1981-04-30 12:00:00,WP,93,485.5,1.3292265571526352,1981,4,36.166668,19.5,28.685188,0,8.2,159.39999389648438,0.015058179329226557
1981-05-06 18:00:00,NA,94,491.75,1.3463381245722108,1981,5,50.0,25.0,34.285713,0,18.4,276.4000015258789,0.006844626967830253
1981-05-24 03:00:00,SI,95,509.125,1.393908281998631,1981,5,73.86364,28.409092,48.60322,1,-6.0,89.0,0.016084873374401096
1981-06-09 00:00:00,WP,96,525.0,1.4373716632443532,1981,6,61.166664,19.5,37.79629,0,17.7,112.5,0.015058179329226557
1981-06-17 12:00:00,WP,97,533.5,1.460643394934976,1981,6,77.83333,19.5,53.077232,1,15.5,130.1999969482422,0.013689253935660506
1981-06-29 12:00:00,NA,100,545.5,1.4934976043805612,1981,6,60.0,30.0,50.466667,0,36.0,295.0,0.004791238877481177
1981-06-30 12:00:00,WP,98,546.5,1.4962354551676933,1981,6,61.166664,19.5,43.357143,0,13.8,124.19999694824219,0.01163586584531143
1981-07-03 06:00:00,WP,99,549.25,1.5037645448323067,1981,7,52.833332,19.5,40.736565,0,13.3,125.69999694824219,0.01026694045174538
1981-07-18 00:00:00,WP,101,564.0,1.5441478439425051,1981,7,44.5,36.166668,39.388893,0,20.8,128.89999389648438,0.004791238877481177
1981-07-20 06:00:00,WP,102,566.25,1.5503080082135523,1981,7,33.295063,21.814007,31.162863,-1,27.5,146.39999389648438,0.006844626967830253
1981-07-22 12:00:00,WP,103,568.5,1.5564681724845997,1981,7,27.833334,27.833334,27.833334,-1,26.6,122.19999694824219,0.0013689253935660506
1981-07-28 06:00:00,WP,104,574.25,1.572210814510609,1981,7,44.5,19.5,34.817467,0,25.4,145.60000610351562,0.006844626967830253
1981-08-01 12:00:00,WP,106,578.5,1.5838466803559206,1981,8,27.833334,27.833334,27.833334,-1,19.0,141.0,0.0027378507871321013
1981-08-02 00:00:00,WP,108,579.0,1.5852156057494866,1981,8,33.295063,26.40643,31.628454,-1,16.4,133.0,0.01026694045174538
1981-08-02 18:00:00,NA,109,579.75,1.5872689938398357,1981,8,50.0,30.0,39.95652,0,36.1,292.1999969482422,0.007529089664613279
1981-08-03 00:00:00,WP,105,580.0,1.5879534565366187,1981,8,52.833332,36.166668,38.309525,0,26.5,146.5,0.006844626967830253
1981-08-05 00:00:00,WP,107,582.0,1.593429158110883,1981,8,36.166668,19.5,29.061405,0,15.0,115.0,0.006160164271047228
1981-08-07 06:00:00,NA,111,584.25,1.5995893223819302,1981,8,70.0,15.0,33.60504,1,10.5,334.29999923706055,0.040383299110198494
1981-08-08 00:00:00,WP,110,585.0,1.6016427104722792,1981,8,61.166664,19.5,42.363243,0,22.6,165.39999389648438,0.013004791238877482
1981-08-16 06:00:00,WP,114,593.25,1.624229979466119,1981,8,77.83333,19.5,67.01462,1,19.0,131.5,0.019164955509924708
1981-08-17 06:00:00,WP,113,594.25,1.626967830253251,1981,8,44.5,27.833334,34.10317,0,28.5,159.39999389648438,0.006844626967830253
1981-08-18 18:00:00,WP,112,595.75,1.6310746064339494,1981,8,19.5,19.5,19.5,-1,18.6,109.80000305175781,0.0006844626967830253
1981-08-27 00:00:00,WP,115,604.0,1.6536618754277892,1981,8,94.5,27.833334,64.30874,2,17.4,139.60000610351562,0.02053388090349076
1981-08-31 12:00:00,NA,116,608.5,1.6659822039698837,1981,8,80.0,30.0,55.591396,1,29.8,287.3000030517578,0.03148528405201916
1981-09-03 12:00:00,WP,117,611.5,1.67419575633128,1981,9,86.166664,36.166668,64.61494,2,22.8,152.10000610351562,0.009582477754962354
1981-09-03 12:00:00,NA,118,611.5,1.67419575633128,1981,9,100.0,20.0,56.10959,3,16.2,299.70000076293945,0.024640657084188913
1981-09-07 00:00:00,NA,119,615.0,1.6837782340862424,1981,9,90.0,20.0,50.53521,2,14.8,306.0,0.023956194387405885
1981-09-11 18:00:00,NA,120,619.75,1.6967830253251197,1981,9,115.0,25.0,65.04478,4,14.0,311.0,0.022587268993839837
1981-09-14 12:00:00,WP,122,622.5,1.7043121149897331,1981,9,33.295063,21.814007,27.2994,-1,11.5,141.0,0.0027378507871321013
1981-09-16 00:00:00,WP,121,624.0,1.7084188911704312,1981,9,127.83332,19.5,71.26871,4,12.3,135.1999969482422,0.01642710472279261
1981-09-20 06:00:00,WP,123,628.25,1.7200547570157427,1981,9,77.83333,19.5,57.956787,1,26.7,164.3000030517578,0.00889801505817933
1981-09-21 12:00:00,NA,125,629.5,1.7234770704996578,1981,9,105.0,25.0,68.34118,3,13.5,327.5,0.028747433264887063
1981-09-22 00:00:00,WP,124,630.0,1.7248459958932238,1981,9,33.295063,21.814007,26.811642,-1,14.0,116.5,0.0054757015742642025
1981-09-25 06:00:00,WP,126,633.25,1.733744010951403,1981,9,161.16666,27.833334,113.03106,5,11.8,143.10000610351562,0.019849418206707735
1981-10-03 12:00:00,WP,127,641.5,1.756331279945243,1981,10,26.40643,21.814007,24.34776,-1,20.5,116.0,0.009582477754962354
1981-10-13 18:00:00,WP,128,651.75,1.784394250513347,1981,10,36.166668,27.833334,29.97619,0,11.5,112.69999694824219,0.002053388090349076
1981-10-15 18:00:00,WP,129,653.75,1.7898699520876111,1981,10,102.83333,27.833334,76.22316,3,17.2,144.10000610351562,0.019849418206707735
1981-10-21 06:00:00,SI,130,659.25,1.8049281314168377,1981,10,85.0,40.0,67.048386,2,-8.0,84.5999984741211,0.01642710472279261
1981-10-29 12:00:00,NA,131,667.5,1.8275154004106777,1981,10,45.0,25.0,36.25926,0,25.0,312.5,0.00889801505817933
1981-11-03 00:00:00,NA,133,672.0,1.839835728952772,1981,11,75.0,25.0,45.46154,1,16.9,278.8000030517578,0.013004791238877482
1981-11-07 00:00:00,WP,134,676.0,1.8507871321013005,1981,11,33.295063,21.814007,29.961855,-1,8.0,119.0,0.01026694045174538
1981-11-08 06:00:00,SI,132,677.25,1.8542094455852156,1981,11,70.454544,27.272728,54.12681,1,-12.5,85.0,0.030116358658453114
1981-11-12 12:00:00,NA,136,681.5,1.8658453114305271,1981,11,60.0,45.0,55.435898,0,31.0,286.0,0.013004791238877482
1981-11-14 18:00:00,WP,135,683.75,1.8720054757015743,1981,11,77.83333,19.5,50.72807,1,15.6,147.39999389648438,0.019164955509924708
1981-11-19 06:00:00,WP,137,688.25,1.8843258042436688,1981,11,144.49998,19.5,76.931694,5,13.3,148.0,0.02053388090349076
1981-11-23 00:00:00,WP,138,692.0,1.894592744695414,1981,11,27.833334,19.5,21.166666,-1,13.9,148.10000610351562,0.0027378507871321013
1981-11-30 23:00:00,SP,139,699.9583333333334,1.9163814738763405,1981,11,39.772728,28.409092,31.329107,0,-16.0,139.0,0.014373716632443531
1981-12-03 12:00:00,SI,140,702.5,1.9233401779603012,1981,12,39.772728,28.409092,35.85343,0,-11.2,132.8000030517578,0.01026694045174538
1981-12-11 06:00:00,WP,141,710.25,1.944558521560575,1981,12,127.83332,19.5,77.27777,4,10.2,147.8000030517578,0.025325119780971937
1981-12-18 00:00:00,SI,142,717.0,1.9630390143737166,1981,12,81.818184,27.272728,58.971294,1,-11.0,55.400001525878906,0.019164955509924708
1981-12-18 12:00:00,SP,143,717.5,1.9644079397672827,1981,12,113.63637,34.090908,56.205303,4,-9.0,172.0,0.030116358658453114
1981-12-19 12:00:00,SP,144,718.5,1.9671457905544147,1981,12,79.545456,45.454544,62.16577,1,-11.6,168.39999389648438,0.0054757015742642025
1981-12-19 23:00:00,SP,145,718.9583333333334,1.9684006388318502,1981,12,51.136364,28.409092,35.459183,0,-11.7,140.3000030517578,0.009696554871092859
1981-12-23 12:00:00,WP,146,722.5,1.9780971937029432,1981,12,94.5,27.833334,56.527027,2,10.7,134.6999969482422,0.012320328542094456
1981-12-30 06:00:00,SI,147,729.25,1.996577686516085,1981,12,31.818182,22.727272,26.555021,-1,-10.0,78.80000305175781,0.019164955509924708
1982-01-05 00:00:00,SI,148,735.0,2.0123203285420943,1982,1,127.27273,22.727272,76.634964,4,-10.3,105.0999984741211,0.04996577686516085
1982-01-10 18:00:00,SI,149,740.75,2.028062970568104,1982,1,56.818184,28.409092,37.8177,0,-7.1,94.0,0.029089664613278575
1982-01-10 23:00:00,SP,150,740.9583333333334,2.0286333561487564,1982,1,56.818184,17.045454,36.056732,0,-11.2,140.5,0.030914898471366643
1982-01-11 00:00:00,SI,151,741.0,2.028747433264887,1982,1,62.5,28.409092,46.88416,0,-11.8,119.19999694824219,0.02087611225188227
1982-01-22 00:00:00,SP,152,752.0,2.0588637919233403,1982,1,79.545456,22.727272,50.00854,1,-25.7,154.3000030517578,0.045174537987679675
1982-01-24 00:00:00,SP,153,754.0,2.0643394934976045,1982,1,79.545456,34.090908,54.848484,1,-18.2,166.10000610351562,0.03559206023271732
1982-01-27 06:00:00,SI,154,757.25,2.073237508555784,1982,1,62.5,22.727272,35.714287,0,-15.7,120.0,0.01642710472279261
1982-02-01 06:00:00,SI,155,762.25,2.0869267624914443,1982,2,50.0,27.272728,42.49311,0,-16.7,55.70000076293945,0.010951403148528405
1982-02-01 06:00:00,SI,156,762.25,2.0869267624914443,1982,2,40.909092,40.909092,40.909092,0,-22.5,48.79999923706055,0.0006844626967830253
1982-02-04 05:00:00,SP,157,765.2083333333334,2.09502623773671,1982,2,39.772728,28.409092,32.919037,0,-13.5,140.5,0.0054757015742642025
1982-02-05 06:00:00,SI,158,766.25,2.0978781656399725,1982,2,50.0,31.818182,43.69202,0,-16.1,59.0,0.01642710472279261
1982-02-12 00:00:00,SI,159,773.0,2.116358658453114,1982,2,31.818182,22.727272,29.665075,-1,-12.0,73.0,0.006160164271047228
1982-02-12 00:00:00,SI,160,773.0,2.116358658453114,1982,2,56.818184,22.727272,36.519302,0,-11.8,104.19999694824219,0.024640657084188913
1982-02-23 03:00:00,SI,161,784.125,2.146817248459959,1982,2,90.90909,17.045454,45.26515,2,-13.2,122.69999694824219,0.03456536618754278
1982-02-27 00:00:00,SP,162,788.0,2.1574264202600957,1982,2,107.954544,34.090908,64.794174,3,-9.8,185.0,0.01779603011635866
1982-02-27 12:00:00,SI,163,788.5,2.1587953456536617,1982,2,34.090908,34.090908,34.090908,0,-17.0,113.0,0.004791238877481177
1982-03-16 06:00:00,WP,164,805.25,2.2046543463381245,1982,3,44.5,19.5,34.785713,0,7.2,145.39999389648438,0.01163586584531143
1982-03-17 06:00:00,SI,165,806.25,2.2073921971252566,1982,3,93.181816,40.909092,64.25364,2,-13.1,52.79999923706055,0.02737850787132101
1982-03-19 06:00:00,WP,166,808.25,2.2128678986995207,1982,3,127.83332,19.5,58.676464,4,6.1,153.8000030517578,0.028747433264887063
1982-03-29 12:00:00,WP,167,818.5,2.240930869267625,1982,3,86.166664,19.5,48.259693,2,6.9,156.60000610351562,0.014373716632443531
1982-04-01 02:00:00,SP,168,821.0833333333334,2.2480036504677163,1982,4,113.63637,34.090908,64.0368,4,-5.8,159.5,0.03536390600045631
1982-04-04 21:00:00,SP,169,824.875,2.258384668035592,1982,4,130.68182,22.727272,43.58975,4,-11.4,139.6999969482422,0.026009582477754964
1982-04-25 06:00:00,SI,170,845.25,2.3141683778234086,1982,4,104.545456,27.272728,63.461548,3,-8.2,78.19999694824219,0.02190280629705681
1982-05-14 18:00:00,SP,171,864.75,2.3675564681724848,1982,5,45.454544,28.409092,37.58417,0,-13.9,156.39999389648438,0.00889801505817933
1982-05-18 00:00:00,WP,172,868.0,2.3764544832306638,1982,5,111.16666,19.5,71.28861,3,11.0,128.60000610351562,0.013689253935660506
1982-06-02 12:00:00,NA,173,883.5,2.4188911704312117,1982,6,75.0,20.0,36.878788,1,21.7,272.9000015258789,0.010951403148528405
1982-06-18 00:00:00,NA,175,899.0,2.461327857631759,1982,6,60.0,25.0,53.347828,0,25.8,273.5999984741211,0.007529089664613279
1982-06-21 06:00:00,WP,174,902.25,2.470225872689938,1982,6,77.83333,19.5,49.393627,1,9.3,139.6999969482422,0.01574264202600958
1982-06-28 06:00:00,WP,176,909.25,2.489390828199863,1982,6,36.166668,19.5,28.788618,0,17.5,114.30000305175781,0.013689253935660506
1982-06-29 12:00:00,WP,177,910.5,2.4928131416837784,1982,6,36.166668,27.833334,29.69608,0,23.0,134.0,0.0054757015742642025
1982-07-14 00:00:00,WP,178,925.0,2.532511978097194,1982,7,44.5,27.833334,36.913795,0,14.0,126.80000305175781,0.009582477754962354
1982-07-22 06:00:00,WP,180,933.25,2.5550992470910336,1982,7,127.83332,19.5,81.431206,4,11.5,145.1999969482422,0.021218343600273786
1982-07-23 06:00:00,WP,179,934.25,2.5578370978781657,1982,7,169.49998,19.5,100.154,5,13.7,159.60000610351562,0.026694045174537988
1982-08-06 00:00:00,WP,181,948.0,2.595482546201232,1982,8,144.49998,19.5,79.29486,5,20.3,124.30000305175781,0.02190280629705681
1982-08-09 06:00:00,WP,182,951.25,2.6043805612594113,1982,8,94.5,19.5,49.075157,2,10.9,146.6999969482422,0.017111567419575632
1982-08-19 18:00:00,WP,184,961.75,2.6331279945242985,1982,8,127.83332,27.833334,91.32051,4,11.0,143.0,0.02190280629705681
1982-08-22 12:00:00,WP,183,964.5,2.640657084188912,1982,8,94.5,19.5,44.828632,2,12.3,119.19999694824219,0.023956194387405885
1982-08-27 06:00:00,WP,185,969.25,2.653661875427789,1982,8,111.16666,19.5,82.98483,3,15.4,152.6999969482422,0.026009582477754964
1982-08-28 12:00:00,NA,186,970.5,2.6570841889117043,1982,8,60.0,25.0,40.91781,0,13.7,337.79999923706055,0.024640657084188913
1982-09-04 12:00:00,WP,189,977.5,2.676249144421629,1982,9,33.295063,33.295063,33.295063,-1,12.1,146.0,0.0027378507871321013
1982-09-05 00:00:00,WP,187,978.0,2.6776180698151952,1982,9,52.833332,27.833334,43.447365,0,16.5,116.0,0.006160164271047228
1982-09-05 18:00:00,WP,190,978.75,2.679671457905544,1982,9,102.83333,19.5,53.05421,3,14.0,130.39999389648438,0.02806297056810404
1982-09-06 00:00:00,WP,188,979.0,2.6803559206023273,1982,9,94.5,36.166668,67.863625,2,12.8,143.5,0.018480492813141684
1982-09-09 00:00:00,NA,191,982.0,2.6885694729637235,1982,9,55.0,25.0,34.903225,0,26.2,269.0,0.01026694045174538
1982-09-13 12:00:00,NA,194,986.5,2.700889801505818,1982,9,115.0,30.0,75.18644,4,19.8,290.5,0.019849418206707735
1982-09-16 12:00:00,WP,192,989.5,2.7091033538672145,1982,9,119.49999,19.5,82.37438,4,17.8,131.8000030517578,0.02327173169062286
